Policy.Number,Age,Years.of.Driving.Experience,Number.of.Vehicles,Gender,Married,Vehicle.Age,Fuel Type,Losses
159494,69,48,3,M,Married,5,G,424
132638,42,22,3,M,Married,8,G,414
137044,66,49,3,M,Married,10,G,37
103020,16,0,3,M,Single,1,D,1326
121055,16,0,3,M,Single,2,D,693
146910,41,20,3,F,Married,0,D,555
198959,26,5,3,F,Married,9,G,314
197211,22,3,3,M,Single,13,D,770
130322,26,9,3,F,Single,8,G,366
178236,55,34,3,F,Single,6,G,368
126899,44,24,3,M,Single,2,D,846
102772,64,46,3,M,Married,6,G,176
165586,66,45,3,F,Single,12,G,18
190114,52,34,3,M,Single,7,G,400
162946,61,43,3,F,Single,11,G,327
145494,43,24,3,F,Single,12,G,146
134650,67,49,3,F,Married,1,G,99
112228,50,33,3,F,Single,15,G,379
188055,57,36,3,M,Married,6,G,359
173358,54,36,3,F,Married,15,G,270
100164,47,26,3,M,Married,6,G,345
151779,70,52,3,M,Single,12,G,163
135957,67,47,3,F,Married,8,G,199
120974,31,11,3,F,Married,7,G,316
107293,45,28,3,F,Single,10,G,382
104729,44,26,3,M,Single,3,D,792
178479,22,3,3,F,Single,11,D,752
182144,66,47,3,F,Married,7,G,103
123554,70,53,3,F,Married,10,G,302
148835,21,3,3,F,Married,9,G,205
187718,20,1,3,M,Single,11,D,590
193752,26,8,3,F,Married,11,G,357
158824,17,0,3,M,Single,12,D,721
114960,49,31,3,M,Married,6,G,392
102751,18,0,3,M,Single,14,G,473
179563,24,6,3,F,Married,0,G,333
175008,36,15,3,M,Married,9,G,382
107141,29,10,4,M,Single,10,G,407
102758,35,17,4,M,Married,11,G,260
192086,63,42,4,M,Married,13,G,214
180338,25,8,4,M,Married,12,D,536
110113,62,41,4,M,Single,7,G,364
193969,20,2,4,F,Single,12,G,388
120976,18,0,4,M,Married,15,D,576
104480,40,23,4,F,Married,10,G,335
130823,68,47,4,M,Single,7,G,199
124761,42,24,4,M,Married,13,G,221
136484,21,2,4,F,Married,11,G,198
106616,70,50,4,F,Single,9,G,119
135303,35,17,4,F,Single,9,G,400
115664,32,12,4,F,Married,6,G,314
104566,34,15,4,M,Married,4,D,554
115406,64,46,4,M,Single,8,G,321
100578,23,4,4,F,Single,12,G,291
131965,70,50,4,M,Single,10,G,356
101080,65,45,4,F,Single,15,G,272
195887,59,42,4,F,Married,5,D,573
169037,26,9,4,M,Married,8,G,363
196234,57,39,4,F,Single,13,G,293
118382,47,29,4,F,Single,4,G,474
109196,23,4,4,M,Single,6,D,1126
184354,60,42,4,F,Single,15,G,396
132643,36,19,4,M,Single,3,D,827
199542,18,0,4,M,Single,8,D,1441
190827,23,4,4,F,Single,12,G,470
190503,19,0,4,F,Married,1,D,700
126073,68,47,4,M,Married,4,G,405
120483,58,37,4,M,Single,9,G,385
146592,18,0,4,M,Single,10,D,820
123328,18,0,4,F,Single,14,G,217
104527,66,49,4,M,Single,5,G,442
150142,20,3,4,F,Single,14,D,644
131124,25,7,4,M,Married,13,G,321
195236,35,14,4,F,Married,7,G,346
140249,19,1,4,F,Single,15,G,457
165626,70,50,4,M,Single,0,D,535
126295,60,40,4,M,Married,1,D,575
143648,70,50,4,M,Single,1,G,222
184008,68,49,4,F,Married,11,G,103
162298,55,34,4,F,Single,12,G,327
185788,39,21,4,F,Married,0,G,473
190791,25,8,4,M,Married,12,G,253
105725,52,35,4,M,Married,2,G,463
176235,17,0,4,M,Single,15,D,575
132107,62,41,4,F,Single,15,G,271
190521,64,45,4,M,Single,2,G,129
192280,24,6,4,M,Single,14,D,888
115960,18,0,4,F,Single,13,G,394
135083,20,1,4,F,Married,15,G,343
161320,35,14,4,M,Married,1,D,601
186589,31,10,4,F,Married,9,G,315
170542,63,45,4,F,Single,6,G,297
174025,58,38,4,F,Single,8,G,445
119255,39,21,4,F,Single,4,D,638
172249,40,23,4,M,Single,10,G,468
194688,60,43,4,F,Single,13,G,211
117984,23,4,4,M,Single,7,D,783
101799,67,48,4,F,Single,12,G,85
155233,58,37,4,F,Single,10,G,372
103589,54,33,4,F,Single,1,D,532
107895,26,9,4,F,Single,9,G,377
132196,40,21,4,F,Single,5,D,704
159246,21,4,4,M,Single,15,G,462
195769,57,40,4,M,Single,2,D,543
169360,66,48,4,M,Married,1,G,85
164199,24,7,4,M,Single,13,D,531
154282,44,25,4,F,Married,9,G,322
166267,24,6,4,F,Single,14,G,373
199043,58,39,4,M,Married,2,G,401
126470,45,24,4,F,Single,5,D,685
158107,42,24,4,M,Married,6,G,402
106944,68,51,4,M,Married,4,G,46
139381,25,7,4,F,Single,14,G,445
154495,69,48,4,F,Single,6,G,370
112717,34,13,4,F,Single,7,G,387
183680,68,50,4,F,Married,10,G,36
122728,45,24,4,F,Single,14,G,211
180169,46,28,4,M,Single,6,G,437
180152,45,25,4,F,Married,6,G,287
190232,70,51,4,M,Single,11,G,310
119426,48,30,4,F,Married,0,G,324
195201,23,5,4,M,Single,14,G,438
137146,51,31,4,M,Married,12,G,196
139078,31,14,4,F,Married,4,D,547
136999,25,8,4,M,Married,14,D,563
148873,61,40,4,M,Married,9,G,193
191846,21,4,4,M,Married,13,G,324
143156,47,28,4,F,Married,12,G,229
106351,20,2,4,F,Married,13,G,174
113778,68,51,4,F,Married,8,G,36
182642,16,0,4,F,Single,0,D,937
166672,66,47,4,F,Single,8,G,308
110682,22,3,4,M,Single,13,D,1474
100944,70,53,4,F,Married,5,G,77
126747,46,28,4,F,Married,6,G,316
108413,70,53,4,M,Married,10,G,124
117569,25,6,4,M,Married,7,D,685
134760,26,9,4,M,Married,4,G,362
127342,19,1,4,M,Married,11,G,274
158084,42,24,4,M,Single,14,G,263
122995,25,7,4,F,Married,13,G,180
196396,42,25,4,F,Married,1,G,394
164938,23,4,4,M,Single,9,D,778
171329,53,32,4,F,Single,6,G,387
103743,22,5,4,F,Married,10,G,336
138181,28,7,4,M,Single,9,G,391
110293,60,42,4,F,Married,0,G,346
190491,61,44,4,M,Single,4,G,211
118239,44,27,4,M,Single,15,G,149
164405,53,33,4,F,Single,12,G,149
131592,28,10,4,M,Single,5,D,819
149211,43,24,4,M,Married,11,G,238
150655,33,16,4,M,Single,9,G,435
182579,65,48,4,F,Single,8,G,354
118893,25,6,4,F,Single,14,D,548
126442,60,43,4,F,Single,4,G,199
152189,69,50,4,M,Single,0,D,853
111464,44,27,4,F,Married,7,G,372
105320,49,30,4,M,Married,4,G,423
100632,29,12,4,F,Married,10,G,346
113044,43,25,4,F,Single,14,G,169
192942,22,3,4,M,Married,11,G,329
195735,17,0,4,M,Single,14,G,368
113730,50,30,4,F,Single,3,D,682
195435,43,23,4,M,Married,8,G,443
192993,66,49,4,M,Married,6,G,91
174568,41,23,4,F,Married,14,G,224
166646,69,49,4,M,Married,5,D,618
153484,68,48,4,M,Married,9,G,103
102665,27,10,4,F,Single,0,D,577
176986,16,0,4,F,Married,15,G,390
168640,25,8,4,F,Married,3,G,465
126121,41,24,4,F,Single,15,G,380
151048,44,27,4,M,Single,10,D,542
195169,31,12,4,M,Married,9,G,337
121660,38,21,4,F,Single,5,D,503
157523,58,39,4,F,Single,8,G,433
195150,19,1,4,M,Married,13,G,473
167689,67,49,4,M,Married,10,G,77
122696,48,31,4,M,Married,6,G,345
102199,20,3,4,M,Married,14,G,484
180770,39,22,4,M,Single,5,D,840
136685,68,48,4,M,Married,8,G,100
156388,28,10,4,M,Married,10,G,350
150611,64,45,4,F,Married,8,G,246
184343,16,0,4,M,Single,13,D,637
130419,17,0,4,F,Single,7,D,567
108241,17,0,4,M,Married,13,G,271
102064,49,28,4,F,Married,1,G,487
165322,56,39,4,M,Married,5,G,409
160393,35,15,4,M,Married,2,D,732
185826,69,51,4,F,Married,7,G,262
179686,46,26,4,F,Married,14,G,112
178651,30,12,4,M,Single,7,G,438
140484,42,23,4,F,Single,13,G,153
131846,18,1,4,F,Married,14,G,159
106931,20,1,4,M,Single,12,D,608
153364,36,19,4,M,Single,9,G,468
135180,63,42,4,M,Married,10,G,139
157355,49,29,4,F,Married,8,G,399
161909,62,42,4,F,Single,4,G,57
191371,25,8,4,M,Married,11,G,323
128099,19,0,4,F,Married,12,G,199
190765,24,6,4,M,Married,5,D,537
165073,52,31,4,F,Married,12,G,117
126084,47,26,4,M,Married,3,G,468
155999,22,3,4,M,Married,11,G,303
124525,70,51,4,M,Married,6,G,127
181152,45,27,4,M,Married,1,D,681
189763,32,14,4,F,Single,9,G,377
164642,27,6,4,F,Single,12,G,398
175033,34,15,4,F,Married,10,G,336
173397,34,17,4,M,Single,6,G,451
136115,30,10,4,F,Married,3,D,543
107692,22,3,4,F,Single,14,G,317
160041,48,30,4,M,Single,10,G,413
147567,65,47,4,M,Married,4,D,601
145027,31,14,4,F,Single,3,D,694
179593,56,37,4,M,Single,8,G,401
156955,33,14,4,F,Single,6,G,361
151457,70,51,4,M,Single,1,D,536
131753,60,41,4,F,Married,12,G,253
123563,52,31,4,M,Single,12,G,345
139293,63,45,4,M,Married,9,G,299
168780,70,52,4,F,Married,10,G,50
198313,68,48,4,F,Married,8,G,269
189902,24,7,4,F,Single,1,D,601
170265,68,48,4,M,Married,3,G,487
147621,26,9,4,F,Married,9,G,356
116900,64,43,4,M,Single,6,G,377
132073,64,47,4,M,Single,9,G,63
110267,60,40,4,F,Married,4,G,226
167788,70,49,4,F,Married,7,G,321
125455,62,45,4,F,Single,5,G,72
109088,34,14,4,F,Married,4,G,363
100842,60,42,4,F,Married,7,G,229
135837,20,2,4,M,Single,14,D,933
153924,23,5,4,M,Married,14,G,309
143539,59,42,4,M,Single,6,G,440
129450,52,32,4,M,Married,14,G,125
139868,65,46,4,M,Single,2,G,75
166193,32,14,4,M,Single,2,D,1014
153404,20,1,4,F,Single,14,G,345
172286,70,52,4,F,Married,7,G,137
151750,67,49,4,M,Single,5,G,451
192834,29,10,4,F,Married,9,G,328
127095,61,44,4,M,Single,6,G,116
186671,45,26,4,F,Single,1,D,504
133581,49,32,4,M,Single,8,G,453
178294,59,38,4,M,Single,9,D,510
157960,64,47,4,F,Single,7,G,226
176267,63,46,4,F,Single,15,G,148
131218,45,26,4,M,Married,8,G,426
175822,26,7,4,F,Single,3,D,565
198827,42,22,4,F,Married,12,G,131
172842,38,19,4,M,Single,11,G,327
172035,70,51,4,M,Married,10,G,236
178205,66,49,4,F,Single,12,G,276
145089,50,31,4,M,Single,9,G,429
163760,29,12,4,M,Single,1,D,824
146815,22,3,4,F,Married,14,G,226
142969,45,27,4,M,Single,14,D,532
179012,39,19,4,F,Married,6,G,281
199432,50,32,4,M,Married,0,D,545
176852,56,35,4,F,Single,8,G,332
189566,25,8,4,M,Single,7,D,743
152651,48,30,4,F,Single,8,G,387
164997,34,15,4,F,Single,7,G,418
189179,17,0,4,F,Married,12,G,227
184428,48,29,4,M,Single,11,G,226
147170,18,0,4,M,Married,13,G,298
172053,68,48,4,M,Single,5,G,335
157636,23,4,4,F,Single,8,D,788
148050,26,9,4,F,Married,2,D,571
187541,21,4,4,M,Single,12,D,776
186610,23,4,4,F,Married,15,G,162
143002,65,46,4,F,Married,7,G,113
155731,40,20,4,M,Married,3,G,332
136786,70,52,4,F,Single,0,G,48
190457,41,22,4,F,Single,3,D,763
195023,69,51,4,M,Single,9,G,91
147745,51,34,4,F,Married,4,G,452
179475,62,43,4,F,Single,7,G,88
183064,35,18,4,F,Single,9,G,453
187965,59,41,4,F,Single,10,G,334
161542,66,46,4,F,Single,10,G,48
176788,18,0,4,F,Single,1,D,1314
113601,21,3,4,M,Single,1,D,1731
143260,28,11,4,M,Single,4,D,767
148325,45,24,4,F,Single,11,G,185
120580,27,10,4,M,Single,10,G,436
101257,16,0,4,M,Single,12,D,617
182981,68,50,4,M,Single,7,G,183
106485,46,26,4,M,Single,9,G,482
111930,16,0,4,F,Single,7,G,499
128349,27,7,4,M,Married,3,G,380
169141,21,4,4,F,Married,11,G,197
177583,39,19,4,M,Married,3,D,606
163097,69,52,4,F,Single,13,G,214
161811,63,46,4,F,Single,15,G,21
120918,27,8,4,F,Married,7,G,285
103739,58,41,4,M,Single,3,D,839
177809,22,5,4,F,Married,9,D,501
150326,60,39,4,M,Married,10,G,36
152238,55,35,4,M,Single,4,D,625
191210,24,7,4,M,Single,12,D,620
174357,21,4,4,F,Married,12,G,398
178778,39,19,4,M,Married,6,G,333
161516,47,29,4,F,Single,5,G,490
185817,67,49,4,M,Single,3,D,514
191062,66,47,4,F,Single,3,G,483
130746,55,38,4,M,Married,2,G,378
132839,49,29,4,M,Single,9,G,450
155942,18,1,4,F,Married,13,G,410
195026,23,5,4,F,Married,14,G,223
163962,68,48,4,M,Single,15,G,134
189660,18,1,4,F,Single,11,G,383
144265,27,7,4,M,Single,15,G,263
113829,62,42,4,M,Single,14,G,53
181199,35,18,4,F,Single,5,D,809
110464,63,45,4,M,Married,9,G,282
185158,23,5,4,F,Single,14,G,454
153025,69,52,4,M,Married,13,G,16
145959,50,31,4,F,Married,13,G,253
146152,25,8,4,M,Single,15,D,774
126790,62,41,4,F,Married,1,G,284
117664,45,27,4,M,Married,10,G,342
108623,70,49,4,M,Married,0,G,421
141876,25,8,4,F,Married,11,G,218
156801,63,44,4,F,Married,1,G,87
166446,29,9,4,F,Married,13,G,257
167515,57,40,4,F,Single,6,G,411
193315,61,43,4,F,Married,12,G,60
159552,52,35,4,F,Single,7,G,430
176367,50,30,4,M,Married,7,G,379
187708,68,47,4,F,Single,11,G,75
148567,22,5,4,M,Married,1,G,457
150186,25,7,4,F,Married,11,G,228
140556,63,46,4,F,Single,13,G,54
112852,16,0,4,M,Married,15,G,426
158733,39,21,4,F,Married,9,G,315
160998,45,28,4,M,Single,15,G,296
135853,65,44,4,F,Married,3,G,67
122326,69,52,4,F,Married,6,G,311
156353,42,21,4,F,Married,2,D,558
177241,41,20,4,F,Married,13,G,254
157990,33,16,4,F,Single,4,D,692
166234,67,49,4,M,Married,5,D,526
164819,21,2,4,F,Single,11,D,586
118997,17,0,4,F,Married,11,G,325
173741,57,37,4,M,Single,9,G,392
182367,38,20,4,F,Married,5,D,643
186532,22,3,4,F,Single,15,G,428
111017,24,5,4,M,Single,7,D,990
180739,49,30,4,M,Single,6,G,445
197861,58,38,4,F,Married,1,D,678
197702,69,48,4,F,Single,5,G,70
101694,57,37,4,M,Single,10,G,439
147142,51,33,4,F,Married,11,G,197
132121,52,31,4,F,Married,11,G,300
157481,20,3,4,F,Married,9,G,317
187274,46,28,4,M,Single,14,G,278
145845,18,0,4,M,Married,15,G,336
164615,16,0,4,M,Married,12,G,344
124684,21,2,4,F,Single,11,G,312
130909,18,1,4,F,Married,11,G,301
188066,65,46,4,F,Married,9,G,33
185816,25,7,4,F,Married,12,G,253
157067,64,43,4,F,Married,8,G,223
167394,41,21,4,M,Married,10,G,393
139507,59,41,4,M,Married,8,G,391
180370,50,33,4,F,Married,0,D,686
123051,67,49,4,M,Single,11,G,140
136678,19,0,4,F,Married,15,G,346
132424,66,45,4,F,Married,6,G,274
132573,68,50,4,M,Single,8,G,154
178595,69,48,4,F,Single,10,G,91
106217,40,21,4,M,Married,11,G,138
166252,58,40,4,F,Single,9,G,402
194049,45,26,4,M,Single,13,G,462
164213,21,3,4,F,Married,15,G,277
169574,68,47,4,F,Married,10,G,90
111357,42,21,4,M,Married,13,G,200
146421,48,28,4,F,Married,13,G,182
129258,17,0,4,M,Single,2,D,1556
168411,50,32,4,F,Married,7,G,318
108392,25,7,4,F,Single,13,G,389
142851,59,42,4,F,Married,0,D,541
182266,46,27,4,F,Single,1,D,546
171573,62,45,4,M,Married,10,G,185
153172,24,6,4,F,Single,8,G,436
119681,58,40,4,M,Married,10,G,339
116224,29,9,4,M,Single,7,D,506
159462,61,40,4,F,Married,11,G,175
170748,49,29,4,F,Married,5,G,469
137671,51,32,4,M,Single,10,D,516
194686,65,48,4,M,Single,8,G,137
165177,21,3,4,M,Single,9,D,1079
135621,63,45,4,F,Single,0,D,542
124188,37,19,4,M,Single,11,G,191
164581,60,40,4,F,Married,12,G,259
183621,68,48,4,M,Single,6,G,276
143752,66,48,4,M,Single,0,G,142
129481,41,21,4,F,Married,1,D,502
182636,63,43,4,F,Single,9,G,141
143245,48,30,4,M,Single,6,G,465
135440,40,23,4,F,Married,10,G,295
104404,21,4,4,F,Married,12,G,264
129735,65,47,4,M,Married,12,G,85
137420,33,16,4,F,Married,15,G,258
129273,44,26,4,M,Married,6,G,391
133180,22,3,4,F,Married,9,G,439
169516,69,49,4,M,Single,0,G,336
168400,22,5,4,F,Married,9,G,341
196392,66,46,4,M,Single,7,G,433
114625,47,30,4,F,Single,6,G,404
174134,59,40,4,M,Single,2,G,491
120267,27,7,4,M,Married,7,G,421
138700,61,41,4,M,Single,0,G,108
197071,62,44,4,F,Married,10,G,35
127331,65,45,4,F,Single,8,G,303
193912,23,5,4,F,Single,11,G,255
193219,22,3,4,M,Single,15,D,837
106334,17,0,4,M,Married,7,D,523
101152,31,11,4,F,Married,8,G,340
191806,62,44,4,M,Married,10,G,319
105297,55,34,4,F,Married,7,G,291
132981,29,11,4,F,Married,2,D,535
175539,59,42,4,M,Single,15,G,431
174345,38,18,4,M,Married,7,G,335
127414,67,47,4,F,Single,5,G,104
141447,18,0,4,F,Married,7,G,427
187634,61,40,4,F,Married,13,G,203
144947,36,16,4,M,Married,14,G,268
163481,26,8,4,M,Single,9,G,496
179298,51,31,4,F,Married,5,D,627
185296,35,14,4,M,Single,9,G,452
116373,63,45,4,F,Single,8,G,347
163306,24,5,4,M,Married,15,G,296
136920,69,48,4,M,Married,3,D,637
183032,61,40,4,F,Married,12,G,80
118599,21,2,4,M,Single,15,D,577
169698,40,22,4,F,Married,10,G,327
103212,21,3,4,F,Single,15,D,628
127729,18,1,4,F,Married,15,G,283
110410,53,36,4,M,Married,4,D,683
151405,60,41,4,M,Single,10,G,239
101936,18,0,4,F,Single,15,D,551
185766,28,8,4,F,Single,4,D,744
189806,70,51,4,F,Married,12,G,124
185602,64,46,4,M,Single,10,G,203
149600,61,44,4,M,Single,11,G,173
198597,19,0,4,F,Married,15,G,324
110293,30,12,4,M,Single,11,G,203
174789,40,22,4,F,Married,4,G,443
159076,56,38,4,M,Married,14,G,279
194267,39,22,4,M,Single,9,G,456
173980,64,44,4,F,Married,8,G,196
118587,37,18,4,M,Single,15,G,340
126815,35,17,4,F,Single,2,D,693
175384,55,36,4,M,Single,2,G,412
134746,61,43,4,M,Married,10,G,269
182756,35,17,4,F,Single,9,G,380
154305,39,22,4,F,Married,8,G,348
177419,48,28,4,M,Married,2,D,503
192545,29,10,4,M,Married,2,G,432
171067,40,19,4,F,Married,1,G,324
190595,36,15,4,M,Married,6,G,348
116444,44,27,4,F,Married,7,G,310
182556,34,13,4,M,Married,6,G,324
144256,55,36,4,M,Single,7,G,403
121197,64,44,4,F,Single,7,G,302
130880,47,27,4,F,Single,6,G,446
105842,40,22,4,F,Single,0,D,608
130589,17,0,4,M,Single,11,D,979
160369,67,48,4,M,Married,9,G,164
199495,68,47,4,F,Married,6,G,254
167576,58,39,4,M,Married,14,G,262
156223,60,43,4,M,Single,13,G,43
152749,47,28,4,M,Married,8,G,323
101482,70,52,4,F,Single,8,G,65
168801,26,9,4,F,Single,13,G,232
149465,33,16,4,F,Married,9,G,339
171845,22,5,4,M,Single,15,D,687
174210,62,44,4,F,Single,1,G,167
188456,54,35,4,F,Single,11,G,363
178699,18,0,4,F,Single,11,G,465
117485,33,12,4,F,Single,15,G,188
111434,19,0,4,M,Married,1,D,1177
112771,16,0,4,M,Married,14,G,435
125816,26,9,4,F,Married,6,G,341
167137,61,42,4,M,Single,2,D,536
122159,50,30,4,F,Married,6,G,312
194616,59,42,4,M,Married,15,G,170
111516,68,47,4,F,Married,2,G,170
188547,47,27,4,M,Single,4,D,574
188950,18,0,4,M,Single,15,G,366
198435,69,52,4,F,Single,5,G,172
151636,16,0,4,M,Single,13,G,464
112744,30,10,4,M,Married,8,G,385
163463,61,43,4,F,Married,0,G,138
135252,16,0,4,F,Single,14,D,786
190266,60,43,4,F,Married,6,G,246
132412,33,14,4,M,Married,8,G,352
155526,16,0,4,M,Single,14,D,962
140697,66,47,4,M,Single,2,G,386
163563,24,7,4,F,Married,12,G,389
188945,22,4,4,M,Single,10,D,1161
159474,29,9,4,M,Married,2,G,486
141436,32,11,4,F,Married,5,G,397
140244,22,4,4,M,Married,6,D,529
171629,42,24,4,F,Married,12,G,166
115032,64,46,4,F,Married,2,G,456
157085,61,40,4,F,Married,12,G,33
130758,25,8,4,F,Married,14,G,187
153110,59,39,4,M,Married,15,G,231
183830,16,0,4,F,Single,13,G,303
116331,18,0,4,M,Single,6,D,1050
154603,65,46,4,F,Married,5,G,441
119887,21,3,4,M,Single,11,D,825
122192,69,48,4,F,Married,8,G,68
149172,43,24,4,F,Single,1,D,721
111501,25,6,4,M,Single,13,D,575
193825,63,46,4,M,Married,0,G,132
101158,19,2,4,M,Married,6,G,388
133266,69,52,4,F,Single,7,G,305
143243,57,38,4,M,Single,12,G,181
116914,69,48,4,F,Single,14,G,32
195943,22,4,4,M,Married,1,D,721
150247,61,42,4,M,Single,13,G,84
135080,22,4,4,F,Single,12,G,419
115404,40,20,4,F,Married,4,D,548
104894,57,38,4,M,Married,6,G,373
185406,41,23,4,F,Married,4,D,575
173616,19,0,4,M,Single,14,G,330
196910,69,51,4,M,Married,5,G,354
132097,66,45,4,F,Married,1,G,435
184270,17,0,4,M,Married,11,G,331
101453,25,6,4,F,Single,10,D,542
100531,64,45,4,M,Married,11,G,22
101028,61,40,4,F,Married,14,G,55
181771,25,8,4,M,Single,15,D,1033
128464,23,6,4,M,Single,13,G,485
168844,30,12,4,M,Married,1,D,665
109477,23,5,4,M,Married,12,G,220
186987,45,28,4,F,Single,7,G,442
126277,67,47,4,M,Married,14,G,56
194539,16,0,4,F,Single,11,G,410
130744,61,44,4,M,Single,2,G,425
166153,47,28,4,M,Single,15,G,368
146296,43,22,4,F,Single,2,D,550
197831,66,48,4,F,Married,5,G,66
193118,36,16,4,F,Single,8,G,444
189149,20,1,4,M,Married,15,G,313
129112,60,40,4,F,Single,15,G,205
190535,48,31,4,F,Married,6,G,297
120767,68,50,4,F,Married,9,G,33
129730,18,0,4,F,Single,11,D,603
131645,70,52,4,M,Single,9,G,226
155818,20,1,4,F,Single,10,G,482
175095,48,28,4,M,Married,7,G,347
150285,67,47,4,F,Single,6,G,227
190507,60,39,4,M,Married,5,G,500
111926,31,11,4,M,Single,6,G,497
133098,53,34,4,M,Single,12,G,276
171147,21,2,4,M,Married,9,D,645
170073,53,35,4,F,Single,10,G,386
170301,66,45,4,M,Married,12,G,58
181009,59,38,4,M,Married,12,G,131
114039,49,31,4,M,Single,8,G,471
112844,28,10,4,M,Single,7,G,410
143950,57,38,4,M,Married,8,G,342
118652,33,16,4,F,Single,6,G,432
147188,58,40,4,F,Single,3,G,442
141258,24,5,4,M,Single,13,G,416
102484,62,41,4,M,Single,11,G,145
126167,48,28,4,F,Single,4,D,612
177551,50,30,4,F,Single,11,G,339
170576,63,42,4,M,Single,0,D,554
131238,55,35,4,F,Single,4,D,562
143867,25,8,4,M,Married,7,D,689
136137,62,45,4,F,Single,5,D,591
149949,19,1,4,F,Single,12,G,285
176281,60,40,4,F,Married,8,G,33
100461,21,4,4,M,Single,15,D,796
105222,70,50,4,F,Single,9,G,135
134512,36,18,4,M,Single,4,D,519
172931,16,0,4,F,Single,15,D,600
189990,70,49,4,M,Single,8,G,345
123927,27,7,4,F,Married,1,D,613
176246,26,5,4,M,Single,5,D,626
189682,24,6,4,M,Married,14,D,588
184394,24,7,4,M,Married,15,G,463
127175,61,44,4,M,Married,6,G,370
167213,23,4,4,M,Married,11,G,333
111108,60,43,4,M,Single,5,D,719
131669,21,3,4,M,Married,11,G,424
182906,58,40,4,M,Married,12,G,343
119962,25,8,4,M,Married,8,G,352
120151,56,37,4,M,Single,12,G,224
183078,24,5,4,M,Married,14,D,612
193723,64,45,4,M,Single,7,G,93
193125,63,46,4,F,Single,12,G,156
142529,25,8,4,F,Married,11,G,229
121769,57,40,4,F,Single,9,D,500
198847,16,0,4,M,Married,4,D,1131
197637,70,49,4,M,Single,14,G,27
140204,65,47,4,F,Single,11,G,64
174139,25,7,4,F,Married,15,G,321
106960,20,3,4,F,Married,13,G,138
140017,61,41,4,M,Married,4,D,699
158823,22,3,4,M,Married,13,G,409
181029,56,36,4,M,Single,0,D,723
124063,20,1,4,M,Married,6,G,314
176990,33,16,4,M,Married,11,G,200
154338,36,19,4,M,Married,6,G,398
178383,32,13,4,F,Single,7,G,384
104036,16,0,4,M,Married,2,D,735
178596,17,0,4,F,Married,8,G,460
153980,16,0,4,F,Married,11,G,193
168264,18,0,4,M,Married,13,G,436
192777,60,40,4,F,Married,9,G,88
101048,19,1,4,F,Single,13,G,331
141795,46,29,4,F,Single,6,G,431
184771,34,16,4,F,Single,2,D,737
176995,21,2,4,F,Single,3,D,1262
182744,66,45,4,F,Single,7,G,267
109315,54,33,4,M,Single,3,D,947
170980,23,6,4,F,Single,11,G,279
140007,53,32,4,F,Married,11,G,182
186170,18,1,4,F,Married,12,G,294
164421,60,40,4,F,Single,9,G,120
151459,60,43,4,M,Married,15,G,24
197791,25,8,4,M,Married,9,G,385
125130,37,19,4,M,Single,4,D,787
142860,54,33,4,M,Single,7,G,496
154525,44,27,4,M,Married,4,D,697
123623,61,43,4,M,Married,6,G,69
149325,16,0,4,M,Married,1,D,1130
118998,21,4,4,M,Single,5,D,1594
193912,30,11,4,M,Single,5,D,522
131444,26,5,4,M,Married,2,D,631
144886,21,4,4,M,Single,7,D,1068
136792,65,45,4,M,Single,10,G,45
